userID,hotelID,ratings,flag,City
1,1,5,F,Hurghada
1,2,5,F,Hurghada
1,3,5,F,Hurghada
1,4,5,F,Hurghada
1,5,5,F,Hurghada
1,6,4,F,Hurghada
1,7,5,F,Hurghada
1,8,4,F,Hurghada
1,9,5,F,Hurghada
1,10,5,F,Hurghada
1,11,5,F,Hurghada
1,12,5,F,Hurghada
1,13,5,F,Hurghada
1,14,5,F,Hurghada
1,15,4,F,Hurghada
1,16,5,F,Hurghada
1,17,5,F,Hurghada
1,18,5,F,Hurghada
1,19,5,F,Hurghada
1,20,5,F,Hurghada
1,21,5,F,Hurghada
1,22,5,F,Hurghada
1,23,5,F,Hurghada
1,24,5,F,Hurghada
1,25,4,F,Hurghada
1,26,4,F,Hurghada
1,27,4,F,Hurghada
1,28,2,F,Hurghada
1,29,5,F,Hurghada
1,30,5,F,Hurghada
1,31,4,F,Hurghada
1,32,5,F,Hurghada
1,33,5,F,Hurghada
1,34,5,F,Hurghada
1,35,4,F,Hurghada
1,36,5,F,Hurghada
1,37,5,F,Hurghada
1,38,5,F,Hurghada
1,39,4,F,Hurghada
1,40,4,F,Hurghada
1,41,5,F,Hurghada
1,42,5,F,Hurghada
1,43,5,F,Hurghada
1,44,4,F,Hurghada
1,45,5,F,Hurghada
1,46,5,F,Hurghada
1,47,5,F,Hurghada
1,48,5,F,Hurghada
1,49,5,F,Hurghada
1,50,5,F,Hurghada
1,51,5,F,Hurghada
1,52,4,F,Hurghada
1,53,4,F,Hurghada
1,54,4,F,Hurghada
1,55,5,F,Hurghada
1,56,3,F,Hurghada
1,57,5,F,Hurghada
1,58,5,F,Hurghada
1,59,5,F,Hurghada
1,60,5,F,Hurghada
1,61,4,F,Hurghada
1,62,5,F,Hurghada
1,63,3,F,Hurghada
1,64,5,F,Hurghada
1,65,4,F,Hurghada
1,66,5,F,Hurghada
1,67,5,F,Hurghada
1,68,5,F,Hurghada
1,69,5,F,Hurghada
1,70,5,F,Hurghada
1,71,5,F,Hurghada
1,72,5,F,Hurghada
1,73,5,F,Hurghada
1,74,5,F,Hurghada
1,75,4,F,Hurghada
1,76,5,F,Hurghada
1,77,5,F,Hurghada
1,78,4,F,Hurghada
1,79,4,F,Hurghada
1,80,5,F,Hurghada
1,81,4,F,Hurghada
1,82,5,F,Hurghada
1,83,4,F,Hurghada
1,84,5,F,Hurghada
1,85,5,F,Hurghada
1,86,5,F,Hurghada
1,87,5,F,Hurghada
1,88,5,F,Hurghada
1,89,3,F,Hurghada
1,90,5,F,Hurghada
1,91,2,F,Hurghada
1,92,5,F,Hurghada
1,93,3,F,Hurghada
1,94,4,F,Hurghada
1,95,4,F,Hurghada
1,97,4,F,Hurghada
1,98,4,F,Hurghada
1,99,2,F,Hurghada
1,100,5,F,Hurghada
1,101,5,F,Hurghada
1,102,5,F,Hurghada
1,103,5,F,Hurghada
1,104,2,F,Hurghada
1,105,4,F,Hurghada
1,106,5,F,Hurghada
1,107,3,F,Hurghada
1,108,4,F,Hurghada
1,109,3,F,Hurghada
1,110,3,F,Hurghada
1,111,5,F,Hurghada
1,112,5,F,Hurghada
1,113,5,F,Hurghada
1,114,4,F,Hurghada
1,115,4,F,Hurghada
1,116,4,F,Hurghada
1,117,2,F,Hurghada
1,118,3,F,Hurghada
1,119,5,F,Hurghada
1,120,4,F,Hurghada
1,121,5,F,Hurghada
1,122,4,F,Hurghada
1,123,2,F,Hurghada
1,124,5,F,Hurghada
1,125,4,F,Hurghada
1,126,4,F,Alexandria
1,127,5,F,Alexandria
1,128,5,F,Alexandria
1,129,3,F,Alexandria
1,130,4,F,Alexandria
1,131,4,F,Alexandria
1,132,5,F,Alexandria
1,133,3,F,Alexandria
1,134,5,F,Alexandria
1,135,5,F,Alexandria
1,136,4,F,Alexandria
1,137,3,F,Alexandria
1,139,2,F,Alexandria
1,141,3,F,Alexandria
1,142,5,F,Alexandria
1,143,5,F,Alexandria
1,146,4,F,Alexandria
1,147,3,F,Alexandria
1,149,4,F,Alexandria
1,150,1,F,Alexandria
1,152,1,F,Alexandria
1,153,1,F,Alexandria
1,154,4,F,Alexandria
1,155,3,F,Alexandria
1,156,4,F,Alexandria
1,157,2,F,Alexandria
1,158,1,F,Alexandria
1,159,3,F,Alexandria
1,161,1,F,Alexandria
1,162,2,F,Alexandria
1,163,2,F,Alexandria
1,164,5,F,Alexandria
1,165,3,F,Alexandria
1,167,4,F,Alexandria
1,168,5,F,Alexandria
1,169,3,F,Alexandria
1,172,3,F,Alexandria
1,174,3,F,Alexandria
1,177,1,F,Alexandria
1,181,1,F,Alexandria
1,189,4,F,Alexandria
1,190,1,F,Alexandria
1,191,2,F,Alexandria
1,192,1,F,Alexandria
1,197,2,F,Alexandria
1,200,1,F,Alexandria
1,203,1,F,Alexandria
1,204,3,F,Alexandria
1,207,1,F,Alexandria
1,216,4,F,Alexandria
1,217,1,F,Alexandria
1,237,2,F,Alexandria
1,242,2,F,Alexandria
1,246,2,F,Alexandria
1,253,3,F,Alexandria
1,261,1,F,Alexandria
1,291,5,F,Cairo
1,292,5,F,Cairo
1,293,5,F,Cairo
1,294,5,F,Cairo
1,295,5,F,Cairo
1,296,5,F,Cairo
1,297,5,F,Cairo
1,298,5,F,Cairo
1,299,4,F,Cairo
1,300,5,F,Cairo
1,301,5,F,Cairo
1,302,5,F,Cairo
1,303,5,F,Cairo
1,304,5,F,Cairo
1,305,5,F,Cairo
1,306,4,F,Cairo
1,308,5,F,Cairo
1,309,1,F,Cairo
1,310,5,F,Cairo
1,311,5,F,Cairo
1,312,5,F,Cairo
1,313,5,F,Cairo
1,314,2,F,Cairo
1,315,2,F,Cairo
1,316,2,F,Cairo
1,317,4,F,Cairo
1,318,2,F,Cairo
1,319,3,F,Cairo
1,320,4,F,Cairo
1,321,5,F,Cairo
1,322,5,F,Cairo
1,323,5,F,Cairo
1,324,5,F,Cairo
1,325,5,F,Cairo
1,326,5,F,Cairo
1,327,5,F,Cairo
1,328,5,F,Cairo
1,329,2,F,Cairo
1,330,3,F,Cairo
1,331,3,F,Cairo
1,332,2,F,Cairo
1,333,4,F,Cairo
1,334,3,F,Cairo
1,336,1,F,Cairo
1,337,3,F,Cairo
1,338,4,F,Cairo
1,339,5,F,Cairo
1,340,2,F,Cairo
1,341,5,F,Cairo
1,342,4,F,Cairo
1,343,4,F,Cairo
1,344,4,F,Cairo
1,345,2,F,Cairo
1,346,4,F,Cairo
1,347,3,F,Cairo
1,348,5,F,Cairo
1,349,4,F,Cairo
1,351,2,F,Cairo
1,352,4,F,Cairo
1,353,1,F,Cairo
1,355,2,F,Cairo
1,356,2,F,Cairo
1,357,2,F,Cairo
1,358,3,F,Cairo
1,359,2,F,Cairo
1,360,3,F,Cairo
1,362,4,F,Cairo
1,365,1,F,Cairo
1,367,2,F,Cairo
1,368,4,F,Cairo
1,369,1,F,Cairo
1,370,2,F,Cairo
1,372,2,F,Cairo
1,373,1,F,Cairo
1,374,1,F,Cairo
1,376,1,F,Cairo
1,377,4,F,Cairo
1,378,5,F,Cairo
1,379,2,F,Cairo
1,380,3,F,Cairo
1,381,3,F,Cairo
1,382,1,F,Cairo
1,383,2,F,Cairo
1,384,1,F,Cairo
1,385,2,F,Cairo
1,386,1,F,Cairo
1,388,3,F,Cairo
1,389,4,F,Cairo
1,390,2,F,Cairo
1,391,3,F,Cairo
1,392,3,F,Cairo
1,393,4,F,Cairo
1,394,2,F,Cairo
1,395,4,F,Cairo
1,397,3,F,Cairo
1,398,1,F,Cairo
1,399,2,F,Cairo
1,400,2,F,Cairo
1,401,3,F,Cairo
1,402,1,F,Cairo
1,403,1,F,Cairo
1,404,3,F,Cairo
1,407,2,F,Cairo
1,408,2,F,Cairo
1,409,3,F,Cairo
1,412,1,F,Cairo
1,414,1,F,Cairo
1,415,3,F,Cairo
1,416,3,F,Cairo
1,417,4,F,Cairo
1,419,3,F,Cairo
1,420,2,F,Cairo
1,423,3,F,Cairo
1,427,2,F,Cairo
1,428,3,F,Cairo
1,429,3,F,Cairo
1,432,2,F,Cairo
1,433,1,F,Cairo
1,434,2,F,Cairo
1,435,2,F,Cairo
1,438,3,F,Cairo
1,439,2,F,Cairo
1,443,3,F,Cairo
1,445,1,F,Cairo
1,446,3,F,Cairo
1,447,1,F,Cairo
1,448,3,F,Cairo
1,450,3,F,Cairo
1,452,1,F,Cairo
1,454,4,F,Cairo
1,455,3,F,Cairo
1,460,2,F,Cairo
1,461,1,F,Cairo
1,462,1,F,Cairo
1,464,2,F,Cairo
1,466,2,F,Cairo
1,468,2,F,Cairo
1,469,1,F,Cairo
1,471,2,F,Cairo
1,473,2,F,Cairo
1,487,3,F,Cairo
1,490,3,F,Cairo
1,506,1,F,Cairo
1,514,2,F,Cairo
1,517,2,F,Cairo
1,519,2,F,Cairo
1,521,2,F,Cairo
1,522,3,F,Cairo
1,523,2,F,Cairo
1,525,2,F,Cairo
1,526,1,F,Cairo
1,527,3,F,Cairo
1,528,3,F,Cairo
1,530,4,F,Cairo
1,531,5,F,Cairo
1,532,1,F,Cairo
1,533,3,F,Cairo
1,534,3,F,Cairo
1,541,2,F,Cairo
1,544,2,F,Cairo
1,545,2,F,Cairo
1,546,3,F,Cairo
1,547,4,F,Cairo
1,548,3,F,Cairo
1,549,2,F,Cairo
1,552,1,F,Cairo
1,553,3,F,Cairo
1,554,3,F,Cairo
1,558,2,F,Cairo
1,559,4,F,Cairo
1,560,1,F,Cairo
1,561,3,F,Cairo
1,562,3,F,Cairo
1,566,3,F,Cairo
1,568,2,F,Cairo
1,569,2,F,Cairo
1,570,2,F,Cairo
1,571,4,F,Cairo
1,572,2,F,Cairo
1,575,3,F,Cairo
1,577,3,F,Cairo
1,579,1,F,Cairo
1,589,1,F,Cairo
1,602,1,F,Cairo
1,603,2,F,Cairo
1,604,2,F,Cairo
1,605,4,F,Cairo
1,606,4,F,Cairo
1,607,2,F,Cairo
1,608,3,F,Cairo
1,611,3,F,Cairo
1,613,2,F,Cairo
1,614,2,F,Cairo
1,615,3,F,Cairo
1,616,1,F,Cairo
1,617,2,F,Cairo
1,618,3,F,Cairo
1,619,3,F,Cairo
1,621,2,F,Cairo
1,623,2,F,Cairo
1,624,1,F,Cairo
1,626,1,F,Cairo
1,627,3,F,Cairo
1,628,3,F,Cairo
1,629,3,F,Cairo
1,630,2,F,Cairo
1,631,2,F,Cairo
1,634,2,F,Cairo
1,639,2,F,Cairo
1,640,1,F,Cairo
1,642,3,F,Cairo
1,644,4,F,Cairo
1,646,3,F,Cairo
1,647,3,F,Cairo
1,648,2,F,Cairo
1,652,2,F,Cairo
1,653,3,F,Cairo
1,656,1,F,Cairo
1,657,1,F,Cairo
1,659,4,F,Al-Fayyum
1,660,4,F,Al-Fayyum
1,661,2,F,Al-Fayyum
1,662,4,F,Al-Fayyum
1,669,2,F,Al-Fayyum
1,674,1,F,Al-Fayyum
1,684,5,F,Giza
1,685,3,F,Giza
1,686,4,F,Giza
1,687,5,F,Giza
1,688,5,F,Giza
1,689,3,F,Giza
1,690,4,F,Giza
1,691,5,F,Giza
1,692,4,F,Giza
1,693,3,F,Giza
1,694,2,F,Giza
1,695,4,F,Giza
1,696,5,F,Giza
1,697,4,F,Giza
1,698,3,F,Giza
1,700,5,F,Giza
1,702,1,F,Giza
1,703,4,F,Giza
